,youtube_id,comment,like_num
0,화백,어디서 시킨건데 물회에 회를 저만큼 많이 넣어주냐.... 알려줘요 똥개 lets get it,50개
1,날아라치킨,미쳐미쳐 지금 물회면 난리난다... 맛있겠다 ㅠㅠㅠㅠ,121개
2,밤하늘,0:39 와 이거 소리 미쳤다...,57개
3,YuidoTV,날씨 요즘 너무 더워서 물회 땡긴다 ㅠㅠㅠ소리도 너무 좋구..,32개
4,사람,잘보고가용!! 왜 내가 밤에 이영상을 봤을ㄲr.... 폭업준비 하시느라고 힘드실텐데 다음영상은 불닭볶음면 시리즈로 그동안 드셨던 불닭을 합쳐서 영상모음집 만드시는건 어떨까요 ㅠㅠㅠㅠㅠㅠㅠ (합쳐서 드시라는게 아닙니다 단지 영상을 모아달라는뜻이지..),41개
5,너굴맨,20분전인데 댓글이 ㄷㄷ,6개
6,,물회 좋아하는 사람손👏,44개
7,,8:40 광어지느러미.. 기름터지는 소리,7개
8,행복한지호맘,ㅋㅋㅋㅋㅋ진짜 입안에 마이크있나부다 ㅋㅋ어찌 이리 잘들리지ㅋㅋ👍👍,3개
9,조용한,"아.....물회에다가 소면 말아서 연어
+날치알 얹어서 먹고 싶다....
촤르르르치ㅜ르르릆사우웁으응",53개
10,이준혁,시원하면서 쫄깃함.....크  레게노,3개
11,조은혜,"헐....떵개님 저도 먹을래요ㅠㅠㅠㅠㅠ
이렇게 맛있게 드시면 저도 먹고십잖아여ㅠㅠ",4개
12,ASMRMuKbang맛형,0:28 Start eating,7개
13,통영새로이,"내가 제일 싫어하는 회




마지막 회",5개
14,,左の鍋混ぜる音が想像以上にスゴかった,2개
15,,와 업로드하자마자 와서 싫어요 누르는거 뭐냐 싫으면 안보면 될것을,40개
16,기타러메진,0:02 무레 회,4개
17,아담Adam먹방Mukbang,요즘 날씨 엄청 더워져서 시원한 물회 드시니까 대리만족돼요😁😁연어는 부드럽고 광어는 쫄깃하고 물회는 시원하고:) 삼위일체로 최고에요😄 너무 시원하게 드셔서 제가 다 시원해지는 기분이에요!!,1개
18,BoksoonASMR복순,요즘 낮에는 많이 더운데 시원한 물회 너무 맛있어 보여요😊❤👍,2개
19,ZeroCold,진짜 처음부터 계속보고있는 구독자입니다. 한결같은 모습이 대단하십니다.,2개
20,난나다,"떵개떵 너무 잘 보고 있어요 ㅠㅠ
떵개떵 꿀잼 ㅎㅎ",5개
21,내가낸데,떵개 먹는거의 비하면 살 안 찜..,17개
22,송mr,요즘같이 더운날 시원하게 물회로 뽝!!,29개
23,조서연,와 미쳤다...요즘 회 엄청 먹고싶은 거 어떻게 아시고ㅠㅠㅠㅜ 대리만족이라도 하고갑니당,1개
24,통영새로이,"나는 연어를 저렇게 한입가득 먹은적이 없는데..ㅜㅜ 
대리 만족하고 잘보고갑니다ㅜ",1개
25,MJOO,물회미쳤다...우리동네 물회는 왜 저렇게 안주는걸까 갑자기 열받네...ㅠ,3개
26,기차헌터GichaHunterASMRGichaHunterEats,"첫입 START EATING
00:28 광어회
01:01 연어회
01:26 물회
05:04 소면
12:55 치얼스",16개
27,CozeASMR,love salmon sashimi 😍,2개
28,신이안,코로나바이러스 때문에 밖에도 못나가고 하는데 이 영상 보니까 너무 먹고 싶어요!!!!!♥♥,1개
29,정진화,이시간에 무슨ㅓ부귀영화를  누리겠다고눌렀냐ㅋㄱㅋㄱㄱㅋ,1개
30,히푸린,일찍왔어요 ㅠㅠㅠㅠ 선댓하고 감상할께용💞💞,2개
31,야식먹방TV,와~~호로록소리...진짜 리얼하게 들리네~~~진짜~~맛있는 소리......,1개
32,킴리원,진짜 너무 복 스럽게 드신㉰ ... 회 별로 안좋아 하는લો 너무 땡겨🤤🤤,12개
33,으악,당신의 물회에게 투표하세요 롸잇나우,1개
34,솔리드좀믿어줘,8:51 쀡,1개
35,꿀꿀tv,"내가 제일 좋아하는 회




연어",45개
36,0교시자취영역,오늘도 그냥 귀에 소리를 때려박으시네유,1개
37,임가영,요즘 다이어트 중인데  영상 보면서 대리만족하고 행복해요ㅠ,1개
38,주미영,소리가넘좋아요~~저도회넘나좋아해요~~맛있게드세요~~,15개
39,레드튜브,10:56 와,1개
40,,海鮮最高ですなー,1개
41,아기잉직,와씨 지금 겁나 배고프고 새벽 3시인데...,1개
42,봄,1일1회가능이다진짜 세상너무 좋음❣️,1개
43,오즈의맙소사,(침 너무 많이 고여서 사망),1개
44,YoYo요요,안나새오! 개떵이애오! 오를의 라얼시은드 몰해 + 겅아해 + 안아해 잘묵네 굳굳~,1개
45,접시먹방JubsiMUKBANG,어후 물회..ㅜㅜ 지금딱인 날씨!,2개
46,서보석티비,와 이거 물회 직접만드신건가요? 진짜 회양 레전드...,11개
47,정믿음하늘,아...더워... 물회 한입만 주세요..ㅠㅠㅠ,1개
48,김준성,아 진짜 왜 먹방은 항상 새벽에 보게될까,1개
49,햄밍,치얼스치얼스치얼스 안해주셨내....ㅠ,1개
50,ASMRcravings,Wish i ate everything you ate right now! So good 😍,0개
51,이키나,들으면서항상느끼는건대 혀가 짫으신거같네여,1개
52,먹보꿀이,먹고 싶다!!!!(강한 욕구),3개
53,김기연,회가 있다면 연어는 빠질수없지ㅎㅎ,1개
54,입벌려음식들어간다,0:28 Start eating,38개
