,youtube_id,comment,like_num
0,헤이즐Heizle,"요즘 질문 엄청 많았던! 그리고 많은분들이 좋아해주신 저의 앞모리 연출 비법을 알려드려용💙🦋💈 그리고 적어도 4번이상 탈색된... 제 머릿결을 살려봅니당..ㅋㅋㅋ🙆🏻‍♀️💃🏻💙🦋
재밋게 봐주세용 랍유 헤이즐넛!!💙🦋💙🦋",55개
1,랄룰릴랄,언니 헤어에센스 바르실 때 머리카락을 비비면서 바르면 머리카락에 있는 단백질층이 더 쉽게 상해서 비비지 않는게 좋아요!!,10개
2,예은,"아악 댓 첨다는 조금 오래된 헤이즐넛인데, 오늘도 미모 너무 예뻐요 온니ㅠ😍💖 그리고 머릿결관리라니익 진짜 사랑해언니❤❤ 이제 올라오는 모든 영상마다 댓글달구야",9개
3,알맹구,언니 앞머리 있는거 진짜 미쳤어....,27개
4,휘낭시에,"우리 헤이즐언니가 앞머리가 있으면 어떻고 없으면 어떻겠는가,,,예쁘기만 더 하겠습니까..💗💗💗 사랑헤요 헤이즐❤️",4개
5,호다다다다다,"앞머리 헤어피스 생각보다 엄청 자연스럽네요 개인적으로 헤이즐님 앞머리 있는게 더 취향이에요..,,체고,,,",27개
6,푸름별,아니 매번 영상을 이렇게 찍어주시면 너무 감사한거 아닙니까 !!! 근데 진짜 이번에 헤이즐님 김희선님 이미지 똑닮인데요 ?!! 완전 미쳤어요 ㅜㅜㅜ너무 이쁘심!!! 왜때문에 옛날부터 지금까지 앞으로도 계속 이쁜거죠 리즈계속찍으실건가요 !!?? 부럽슴다 짝짝짝,3개
7,남채린,언니❤️ 진짜 영상 너무 유익해서 좋았어요!!! 머리결 관리법!! 오일 발라도 떡지지 않는다는게 너무 신기해요.... 사용해봐야겠어요 😱❤❤❤ 울 언니 오늘도 영상 보구 힐링이용😖❤,18개
8,박지원,저런 꿀팁 같은거 헤이즐님이 제일 솔직하게 알려주시는거 같아요 ㅜㅡㅜ 전 그런 꿀팁 아까워서 안 알려주고 저만 할거같은데 역시 본받아야될 점이 많아요🥺💗💗💗,3개
9,어두운새벽MOON,저 인스타에서 헤이즐님 앞머리생긴 사진보고 넘흐 이뻐서 꾀꼬닥 넘어졌었다구욧!!!! 진짜 너~~~~~무너무너무!!! 이뻐서 거의 맨날 그 사진 본다구욥.. 하.. 싸랑해요❤️,3개
10,Summer,헤이즐님 앞머리 피스 영상 옛날에 보고 진짜 신세계다 싶었는데 다시 봐도 신세계... 헤어피스를 누가 앞머리로 만들 생각을 해요ㅠ 헤이즐님 가방끈 ㅠ💙💙,3개
11,헤이즐Heizle,English subtitles are complete!👍😍❤️,35개
12,SeaWoo,탈색해서 진짜 약간 헤어에센스? 사고 싶었는데 진짜 어떡해 이런운명이.. 언니 앞머리 박제 하자..진짜 여신님인쥴요...❤️❤️❤️,21개
13,김다영,"나이가 먹으면 먹을수록 왜 이렇게 더 이뻐지고 젋어지나요..🙈 평생 유튜브 크리에이터로 영상 찍어쥬세요 언니만 보면 그냥 소확행..행복함 느끼는중 이번 영상도 느무 재미있게 잘봤어용

혹시 입은 니트반팔가디건 어디제품인지 알수있을까요??

남은 주말 더운데 행복하고 즐거운 하루보내세요❣",3개
14,유진,머리색 완전 찰떡이에요ㅠㅜㅠㅠㅠ❤️,11개
15,응쭈,"와우 앞머리 연출하는거는 대박이예요👍 매일 같이 자를까 말까 고민하는데 저거 있으면 정말 좋을듯!! 
꿀팁 고마워옹♥♥",3개
16,버블다미,"언니 머릿결관리해서 얼마나 더 이뻐질려고오
우리생각해야지 우리 눈 멀면 어떻게 인정하시는 분 손",4개
17,,헤이즐 살롱은 항상 믿고봅니다!!! 오늘도 꿀팁 전수 받아갑니다 사랑해용❤️,3개
18,k,앞머리 진짜 꿀팁이에요!!!,5개
19,후르쯔테일FRUITTAIL,"언니 진짜 미툣어요..... 갈수록 편집두 콘텐츠도 더 다양해지구 더 예뻐지구 진짜 너무너무 져아영...ㅠㅠ 빨리 구독자 100만명 갑시다.ㅠ.ㅠ 이번년에 진짜 언니 팬미팅.. 가구싶었는뎅..ㅠㅠ ...주길놈의코로나X끼들 때무넹..ㅠㅠ
진짜 오늘 영상두...눈호강에 꿀팁까지.😍❤❤ 항상 자기전 눈힐링영상..싸랑해영...😘🤩❤🧡💛",27개
20,LingJie,Love u ❤,2개
21,당연,언니 이즐화실에서 보여주셨던 심장작품 완성작 보고싶어요!!🔥🔥,4개
22,힣햏핳헣혛햫흫혷헇흏,"언니 혼자 시간거꾸로 돌아가고있죠ㅠㅠㅠㅠ 
너무이쁜거아니에용ㅠ🥺❤️❤️",3개
23,이다빈,"와,,,진짜 언니 너무 예뻐여,,,❤ 진짜 앞머리가 있든 없든 넘 이뻐여❤❤(´▽`ʃƪ)♡ 진짜 이즐언니 짱👍👍(๑•᎑< ๑)♡",3개
24,짐댕댕,"언니 얼굴 완전 tvn이야 






즐거움의 시작",8개
25,황수아,저도 머리 너무 많이 푸석해서 관리를 해주려 했는데 딱 영상이..ㅜㅠㅜ 너무 감사합니닽❣❣,3개
26,푱푱,앞머리 있어도 예쁘고 없어도 예쁘고 언니 진짜 이렇게 밖에 안예쁘면 지구 외모 1등밖에 못해요;;;,3개
27,파라디Paradie,앞머리 가발 팁들 너무 좋아요!! 앞머리 관리 너무 힘든데 이렇게하면 앞머리 있다 없다 맘대로 가능해서 너무 좋은 것 같아요ㅎㅎ,5개
28,InseoHuh,캐나다에 유학중인데 마트에서 흔히 볼 수 있는 제품이 이렇게 좋은건지 몰랐네요. 한번 써본 적있지만 효과를 잘 느끼지 못했었는데 다음에 다시 써봐야겠어요 ㅎㅎ,2개
