,youtube_id,comment,like_num
0,GoAle,"호형 이대로 과연 이적할까요..?
다음주 그 고민이 해결됩니다ㅋㅋㅋㅋㅋㅋㅋ



감독님들이 입은 유니폼이 궁금하시다면!
고알레 스마트스토어 https://bit.ly/39WB3xM",23개
1,김동환,호형 선수시절 못이룬 꿈을 게임에서라도 이루네요...,22개
2,축창근,4:42 이호 0.9골ㅋㅋㅋ,9개
3,동꾸준,너무 웃기다 뿜었음 ㅋㅋㅋ,9개
4,바이리,ㅋㅋㅋㅋ 이형 게임하는거 겁나 재밌어ㅋㅋㄱ,4개
5,Doyoungkim,"호형은 확실히 바르셀로나 가즈아!
수아레즈 대체자로
ㅋㅋㅋ",2개
6,팡스,호난사가 여기도 있었네ㅋㅋㅋㅋㅋㅋㅋ,2개
7,한상연,1:06 형 눈썹뭔뎈ㅋㅋㅋㅋ,1개
8,햇반,ㄹㅇㅁㄷㄹㄷ,1개
9,심규상,피파 시리즈 재밌어요 !,3개
10,김동민,쉽게 볼수없는 좌절하는 호형ㅋㅋㅋㅋ 너무 재밋어요ㅋㅋㅋㅋ,0개
11,김준우,왜캐 웃기냨ㅋㅋㅋㅋ,1개
12,311sun,7:18 호형 저는 왜 슈ㅣ 파 라고 들리는 고죠?,1개
13,PURADAK,"진짜 보다가 시간 가는줄 몰랐네요 ㅋㅋㅋㅋㅋ

벌써 끝난겨..?",0개
14,GKC,골 넣으실 때 엄청 좋아하시네요ㅋㅋㅋㅋ,0개
15,이동현,고알레 너무 웃곀ㅋㅋㅋㅋ,0개
16,Koori,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개
17,bradbeatss,ㅋㅋㅋㅋㅋㅋㅋㅋ이컨텐츠 왜케웃기냐구여,0개
18,st0n3,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ꿀잼,0개
19,류성민,고정 당하고싶다...,1개
20,이성원,할거다하네요 다해ㅋㅋㅋ,1개
21,김윤수,이컨텐츠 계속 해주세요ㅋㅋㅋㅋ ㄹㅇ 꿀잼이누,0개
22,레게노인데용,이거만 기다렸다 ㅋㅋㅋㅋㅋㅋㅋㅋ,0개
23,BlacK,ㅋㅋㅋ린가드 컨텐츠 입니카 재밌다,0개
24,파이어닷컴,2:59 나이스캐치!,0개
25,짱깨학살,오늘 성남 보조구장에서 상도동 말디니형 봤어요 ㅋㅋㅋㅋ,0개
26,김범서,명절에 만난 사촌형 사촌 동생 같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개
27,소멘찌찌,호형너무 귀여운거 아니에용?ㅋㅋ,0개
28,조미드필더,형 게임 재밌게 하네ㅋㅋ,0개
29,KyungminKim,리액션부자ㅋㅋㅋㅋ아자르 밀어내고 주전가즈아!!,0개
30,김윤겸,굿구수,0개
31,검게태운바람,ㅋㅋㅋㅋㅋㅋㅋㅋ  호형 흥분하는거 찐,0개
32,gyuhwanLee,ㅋㅋㅋ,0개
33,짱구,안녕하세요!!!!,1개
34,썽근,5:10 제2의 피구지 호나우두가 아니라,0개
35,동꾸준,시리즈 맛집,1개
36,polkor,ㅋㅋㅋ 재밌어요 계속해주세요,0개
37,이지호,역시 피파20 ㅋㅋㅋㅋ피온4보다 오만배는 꿀잼이네,0개
38,임종범,ㅋㅋ 너무 재미잇게 하시네요 이적하시죠,0개
39,안수관,호형은 그냥 실제 축구나 하자,0개
40,김우진,축구,0개
41,박민규,"골 넣으실때
대박 좋아하신다ㅎ",0개
42,효정,7:18 나만 들었나?,2개
43,FCIAB,오늘의 하이라이트 : 12:18,0개
44,바보,호우 형,0개
45,엄태영태영,제2의 즐라탄,0개
46,minioboist,"호형 캐릭터도 많이 닮았고, 게임하시는데 진짜로 뛰시는것 같은 느낌~~^^",0개
