,youtube_id,comment,like_num
0,햄지Hamzy,"첫입 1:18, Start eating 1:18 
돼지국밥이 땡겨서 포장해왔는데 반찬을 너무 
여러가지 주셔서 부추랑 김치만 꺼내놨어요~ㅎㅎ 
 
※ 유튜브 보다가 맛있어보여서 떡마리(?) 여러종류
시켜서 먹어봤는데 제 입맛엔 통모짜마리가 젤 
맛있었어요~ ㅋㅋ
 
 ★예상질문★
Q: 찜기 어디서 사셨어요?
A: 쿠팡에서 보쌈찜기 검색해서 구매했어요~
(개인화로에 고체연료 넣고 계속 따듯하게 먹으면 
더좋은데 고체연료가 다 떨어졌더라구요 ......ㅋㅋ)
Q: 짜장이 어디갔어요??
A: 뒷부분에 나와요~~
(영상 찍기전에 밥 많이먹었어요🤣🤣🤣)
Q: 에어프라이어에요? 오븐이에요?
A: 보토 에어프라이어 14L
 
★자주하는 질문★
Q: 몇살이에요? 직업이뭐에요? 남자친구있어요? 
결혼했어요? 등등
A: https://www.youtube.com/watch?v=VEKcM1LP7SQ (햄지's Q&A) 
Q: 사용하는 제품 (주방도구,강아지장난감,악세사리 등등) 어떤건가요?
A: 제가 댓글확인을 웬만해서는 하려하는데 못보고 지나가는것도 많이 있어서 대답을 못해드린분들도 많을꺼에요~ 
인스타로 디엠주시면 사진이나 링크 보내드릴게요♥
Q: 앞에 뭐보면서 드시는거에요??
A: TV음소거하고 보면서 촬영하고있어요~ 
(시선처리때문에)
 
오늘도 시청해주셔서 감사합니다❤😍",285개
1,ZeanDelaPea,She looks genius.😂 I think she so cool while using sunglasses everyday.,14개
2,민윤기,"Ну и как они не толстеют?! Я ем в день тарелку риса и овощи, а она за один приём пищи съела дохера еды. И при этом не удивлюсь если она ещё и похудела. Не справедливо!❤",12개
3,LadyRholynGilongos,"would you please indicate what are names of the food you eat so that we know what is name of the food there in korea..
Happy eating Hamzy😍",38개
4,loveRoselia,"テイクアウトですかね？
いいなぁ！
韓国は本当に色んなテイクアウトあって、羨ましいです(*^^*)",12개
5,,Except for a tour of your house with me like you love,6개
6,VannieEats,Hamzy looks so adorable in those glasses!! 💖 I love how Hamzy eats a variety of Korean cuisine each day instead of the same foods (Fire noodles etc). It’s really entertaining to watch her eat and I am introduced to new korean dishes each day 😍 Thank you Hamzy my fave eater 💖💖,37개
7,NisaYa,"She doesn’t even want to look at the camera, like c’mon I’m here suffering from being hungry, do not just ignore me like that ☹️😂",2개
8,AKEMI,ヘムちゃん❤️チャジャン君❤️こんにちは(*ˊᵕˋ*        ╮(｡￫‿Ő｡)💕免疫力つきまくりそうな料理を口いっぱい食べる姿がめちゃくちゃかっこええ👍🏿😉👏👏👏👏👏👏👏👏💖💖💖💖💖💖💖最高‼️,10개
9,DEFASMR,Who want to try it too? 🙋,4개
10,,気取ってないかんじがすごくいい,11개
11,,"サムネイルの時点では日本語でタイトル出てるのに、開くとタイトルと説明書きが日本語表記されなくてツラい😢
前は見れてたのに。。
寝ぼけてどこか押してしまったのかも？😓",8개
12,,항상 느끼는건데 햄지님은 뜨거운거 개 잘먹음 ㅠㅠㅠㅠ 맛있게 함냐 하는것도 좋고 편하게 먹는것도 좋구 내 최애💕 요리하는 스타일도 시원시원하고 씹을때마다 이마근육 씰룩대는것도 너무 귀여우심.....아.....나 내일 순대국밥 각이다.....말리지마셈 ㅠㅠ,24개
13,,점점 마법의 날이 찾아오니까 식욕이 엄청땡기더라구요 ㅠㅠㅠ 저도 돼지국밥 한사발 먹고싶네용 ㅠㅠㅠ,28개
14,안녕,"국밥엔 쏘주 일 잔 해야하는디~~~~
햄지님 땜에 국밥 마려워요;ㅅ;...",9개
15,aynbbsk,"今日のご飯も美味しそう✨
韓国に行ったら今までHamzyが食べた物を食べてみたいなぁ💖",9개
16,liddellalice,ニラキムチとネギキムチいつか食べてみたい。美味しそうだなー。,7개
17,,たくさん食べてもヘルシーだから体に良さそう🌟,8개
18,MrsArmy,how to make the white soup.. its look like yummyyy,2개
19,흰곰,"햄지님 짜장이 장난감 발로 툭~~ㅋㅋ
짜장이가 혀로 밥그릇에 낼름 하는건 나름 복수?일꺼라는 건 나의 상상♡",8개
20,MuhammadSidiq,I was really hope that I love to eat veggies 😭,1개
21,FoodTravel,Hamzy I think you should mention the ingredient's name that you are adding 😋,48개
22,ColleenChristopher,Looks amazing as usual Hamzy!! Hope everything is good for you over in your country try. Things are slowly going back to some sort of normal here in Florida...as always love your channel and the pup!! 🥰🥰🤗,10개
23,Myleneramirez,Asmr your dog while he eats his food hahaha love it.,8개
24,,"気取ってない食べ方好き(*^ω^*)
ワンちゃん可愛い😆",5개
25,ImsoooboredJaehyun,How can she eat that hot food like wait a minute till it’s cool down abit,10개
26,,"ニラキムチの歯応えが最高😁🎶
モチもうまそー💯",5개
27,alinaeha,I get hungry when I watch her eat! Yummy..Thanks for giving the ingredients!That soup looks so good 😍,1개
28,E,크 역시 햄지 맛잘알... 같이 소주 먹구시퍼유,3개
29,NisaYa,This lady can even make an alien get hungry 😑,2개
30,AnjaliAchom,Never tired of your mukbangs 😊,3개
31,Minnn민,술 마시고 들어와서 씻고 딱 누워서 유투브를 트는 순간 이런 영상이 뜨면 저는 다시 배고파집미나.. 내일 해장은 국밥 각이네유,26개
32,,"デザート(？)重め😂
今日も美味しそう&かわいい💕💕",6개
33,EmineKaya,나는 당신을 많이 사랑합니다💞,3개
34,RootStem,Who are watching on laying on bed,1개
35,ayassi,"Basically she is eating chives with rice, not rice with chives 😂 

In tgis video her rice is just a condiment 😄",0개
36,EyessaJoy,"Imagine hamzy heart this 🤩🤩🤩
Loveyou Hamzy from philippines to korea💖💖💖",1개
37,MdsaaniyaAli,I like the way she eat and i like to watch the food items,1개
38,sarahmaeguinto,Im always watching ur mukbang and I always waiting ur new mukbang 😘😘😍❤️,3개
39,pilartinocogomez,"Hola, Hamzy me encanta ver cómo cocinas ✨❤",1개
40,귀여운맛cutetaste,"이 시간에 돼지국밥에 수육 봐버렸어요ㅠ
영상에서 한식이 많이 나와서 한식을 알리는데에 일조하는 것도 애국하는 길이라고 생각해요 그래서 너무 좋아요 외국인들이 봤을때 이쁘게 생긴 작은 아가씨가 뭘 저렇게 맛있게 먹나 궁금할테니까요 (탕후루나 당고같은 옆나라 음식은 이젠 그만 봤으면 했거든요) 요즘 날이 계속 꾸리꾸리해서 국밥생각 났었는데😋",3개
41,tt,いつも美味しそう！！水キムチの作り方が知りたいです！！,6개
42,,ソルロンタン美味しそう✨毎回思うんですがニラのあえもの食べたい✨美味しそう😋,9개
43,남편의식탁HusbandsCuisine,"부추 씹는소리 무엇;;
으..참기 힘들다ㅋㅋㅋ",4개
44,LIVE,"今日も美味しそうなクッパモッパン嬉しいです😆
ニラキムチも日本人の私には辛いんですけど、ヘムジちゃんの動画を見てると食べれちゃう♥️",3개
45,koui,ニラキムチ？和え物？おいしそうすぎてレシピ教えてほしい！あー好き,10개
46,SwusieQuesie,I'm dying to make green onion kimchi 🤤,1개
47,,"蒸し豚美味しそう🤤
私も大好きです☺️👍🍀
最後に食べてたのはチーズ？👀",4개
48,SakuraChan,Your soup and t-shirt colour suits XD,1개
49,BhuvaneswariPulavarthy,"It looks yummy 😋 I don't know what you are eating but I too want to eat 
Love from INDIA, Hyderabad",1개
50,SaraMaryam,How agrees she looks like Irene when she wears glasses,0개
51,SherieEngracio,"Hamzy Sweetie, dont be sad. I watch every single video of you and your puppy💕🐶 I look forward to seeing YOU everyday faithfully.   Your my absolute favorite💕🥓🍚🥘",1개
52,terriehabets,Getting so hungry with all the foods they are all so delicous.,0개
53,MaybelleACatiwalaan,"Hello Hamzy, my favorite mukbangers :) watching here from Philippines 😘",1개
54,OmhamzaWganat,I want this glasses😂😁,1개
55,,食いしん坊万歳! 今日は眼鏡だから可愛い♥️,2개
